carta_id,nro_carta,titulo,pagina,tipo_entidad,texto,frecuencia
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",3,geogName,Sebilla,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",3,geogName,Sicasica%,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",3,name,consesion de Negros,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",3,persName,Diego dela Prresa,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",3,persName,rrebisabuelo,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",4,geogName,America,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",5,persName,rrebisabuelo,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",5,quote,"cuidado no dejen esto dela mano qᵉ

ymporta mucho amiMayorasgo:",1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",6,name,cofradia de Sⁿ Franᶜᵒ,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",6,persName,Diego dela Prresa,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",6,persName,P. Juan Lopes,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",6,persName,Ysabel Brescia,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",6,persName,rrebisabuelo,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",6,quote,"En 22 de este mes de octubre año de 1622” Dᵃ Ysabel Brescia , vendio ala capellania qᵉ Diego dela Prresa mando fundar, y se bendio

ala cofradia de Sⁿ Franᶜᵒ 141”

P 20 rr~ de rrenta y pencion en cada un año por 2824” de principal como",1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",7,persName,Diego Sanches badillo,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",7,persName,"Franᶜᵒ dela

Prresa",1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",7,persName,sespedes,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",7,quote,"mas largamᵗᵉ parese dela

escritura antemi Diego Sanches badillo Esⁿ ᵒ Publico%",1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",8,name,Audiencia,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",8,persName,Abuelo,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",8,persName,Dⁿ Javier,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",8,persName,Juan dela Prresa,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",8,persName,Lara,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",8,persName,Madre,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",8,persName,Padre,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",9,persName,Juan Antonio,2
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",9,persName,Jph,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",10,persName,Fernanᵈᵒ,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",10,persName,tia,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",11,geogName,Apongo,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",11,geogName,Lima,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",11,persName,Juan,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",12,geogName,Guanta,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",12,persName,Conde de Montemar,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",12,persName,Jph,1
01_5318583_box1_f1_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,1,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (2/27/1761)",12,persName,Pedro,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",1,date,3” de Diciembre 759,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",1,date,"Abril 1"" de 1761""",1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",1,geogName,Cadiz,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",1,geogName,Europa,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",1,geogName,Lima,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",1,name,Galera esperanza,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",1,persName,Diego,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",1,persName,Lara,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",2,geogName,Cadiz,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",2,name,"Sⁿ , Juan Bapᵗᵃ",1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",2,persName,Lara,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",2,persName,Manrriquᵉ,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",3,persName,Domingo Suares,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",3,persName,Ensucho,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",3,persName,Manuel Zabala,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",3,persName,Pedro Bravo del Ribero,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",4,persName,Conde de Montemar,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",4,persName,Pedro,1
02_5318583_box1_f2_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,2,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (4/1/1761)",4,persName,Suares,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",1,date,"11” de Noviembre de

1760”",1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",1,persName,"Sᵒʳ , Conde de Montemar",1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",3,geogName,Aimaraes,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",3,geogName,Cusco,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",3,persName,Lara,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",3,persName,nuestro tio el P.dⁿ Pedro,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",4,geogName,moquegua,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",4,persName,Phelipe Zabala,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",4,placeName,"corregimᵗᵒ de

moquegua",1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",5,geogName,Panama,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",5,geogName,Roma,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",5,persName,"Frai

Onofre",1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",6,date,"Lima y Agoᵗᵒ 27"" de 1761""",1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",6,geogName,Panama,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",6,geogName,Valparaiso,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",6,name,la Esperanza,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",6,persName,Amat,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",6,persName,Manso,1
03_5318583_box1_f3_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,3,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (8/27/1761)",6,persName,Pedro,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",1,date,27” deAgoᵗᵒ,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",1,date,"Lima y Octubre 26” de

1761”",1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",1,geogName,Lima,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",1,geogName,Panama,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",1,name,Sⁿ Jph el Peruano (alias la Esperanza),1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",1,persName,Manso,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",2,date,de 1761”,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",2,geogName,Balparaiso,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",2,geogName,Roma,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",2,name,Audiencia,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",2,persName,Manuel Amat,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",2,placeName,Vellabista,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",3,geogName,Santiago,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",3,geogName,chile,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",3,persName,Castillejo,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",3,persName,Recabarren,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",3,persName,Trastabiña,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",4,geogName,Callao,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",4,geogName,Chile,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",4,geogName,Madre,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",4,persName,Jph Antonio,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",4,persName,Jph Perfecto de Salas,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",4,persName,Salas,1
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",5,persName,Ribero,2
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",5,persName,Salas,2
04_5318583_box1_f4_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,4,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (10/26/1761)",5,persName,Borda,1
